,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198202,    224.56,    318.52,    252.84,    588.89,    226.85,   1336.23,    141.90,    439.51,    466.82,    126.57
198203,    219.68,    310.12,    237.16,    499.00,    214.65,   1236.75,    139.76,    424.57,    459.80,    121.33
198204,    224.97,    322.06,    232.74,    482.11,    208.23,   1259.80,    146.29,    415.58,    467.29,    117.43
198205,    241.43,    338.47,    239.76,    504.05,    223.54,   1201.59,    155.68,    445.74,    482.24,    122.20
198206,    231.99,    334.44,    227.10,    512.22,    210.30,   1165.18,    151.36,    433.90,    474.04,    113.33
198207,    232.19,    345.17,    217.66,    405.97,    183.41,   1023.11,    147.19,    375.34,    484.03,    109.89
198208,    231.32,    343.70,    211.81,    374.50,    186.78,   1034.85,    147.72,    379.97,    468.17,    106.79
198209,    253.16,    388.65,    240.46,    409.61,    209.99,   1146.27,    165.47,    428.83,    517.88,    119.38
198210,    263.17,    391.07,    239.13,    420.39,    213.32,   1179.64,    173.57,    436.85,    519.31,    124.77
198211,    292.11,    458.72,    270.29,    443.36,    250.22,   1275.69,    203.96,    475.48,    541.27,    144.92
198212,    305.99,    492.83,    285.78,    412.27,    276.59,   1354.66,    225.70,    503.06,    536.31,    155.50
198301,    310.63,    507.98,    289.61,    442.08,    284.29,   1363.50,    220.65,    508.05,    554.39,    153.29
198302,    307.57,    533.73,    301.93,    462.97,    308.48,   1531.21,    224.97,    520.24,    571.34,    157.84
198303,    319.51,    550.45,    312.43,    455.87,    319.23,   1503.59,    243.90,    541.68,    573.63,    165.02
198304,    341.76,    546.71,    319.69,    490.07,    321.66,   1536.18,    265.00,    573.28,    570.95,    173.00
198305,    363.55,    606.87,    339.87,    541.91,    349.58,   1647.53,    289.72,    602.26,    589.58,    188.16
198306,    361.75,    595.38,    347.85,    548.16,    360.63,   1625.04,    290.47,    586.39,    597.79,    193.43
198307,    353.06,    628.31,    342.69,    539.38,    337.18,   1402.44,    282.35,    533.34,    624.62,    194.57
198308,    344.04,    605.22,    335.76,    536.72,    319.71,   1351.52,    274.65,    508.06,    630.33,    188.11
198309,    345.73,    591.58,    336.93,    577.41,    316.42,   1379.61,    262.59,    500.09,    633.44,    186.83
198310,    360.30,    616.24,    345.64,    551.97,    323.88,   1412.02,    268.81,    506.21,    662.33,    190.11
198311,    358.79,    625.57,    337.84,    540.91,    302.26,   1337.84,    265.21,    494.77,    678.71,    183.02
198312,    367.31,    646.69,    357.73,    544.32,    309.31,   1378.94,    278.62,    479.55,    658.64,    188.63
198401,    365.41,    665.37,    354.98,    566.38,    311.12,   1336.80,    267.20,    465.25,    629.29,    187.06
198402,    365.74,    628.88,    342.76,    597.28,    292.44,   1390.62,    254.33,    466.40,    634.70,    184.48
198403,    344.07,    587.49,    318.93,    624.75,    274.28,   1337.80,    242.58,    454.90,    607.14,    175.69
198404,    349.91,    591.71,    330.62,    628.99,    279.10,   1289.92,    246.27,    451.04,    600.75,    180.30
198405,    353.05,    610.78,    330.37,    657.36,    278.12,   1317.63,    248.08,    467.09,    595.25,    177.23
198406,    346.14,    572.84,    311.51,    583.01,    263.56,   1319.47,    235.94,    434.08,    583.52,    166.07
198407,    328.23,    533.86,    305.50,    512.71,    212.40,   1308.60,    216.86,    316.71,    598.40,    171.31
198408,    324.61,    546.99,    300.36,    476.93,    208.06,   1346.09,    217.09,    305.03,    597.75,    167.11
198409,    353.44,    601.79,    336.58,    553.39,    237.82,   1441.33,    240.38,    336.75,    639.30,    186.54
198410,    358.15,    602.77,    328.95,    555.11,    227.95,   1498.76,    241.04,    325.20,    665.38,    191.43
198411,    363.68,    615.04,    327.68,    542.32,    225.44,   1462.09,    238.60,    331.16,    682.55,    193.65
198412,    366.57,    591.06,    322.29,    541.59,    217.36,   1467.93,    230.33,    332.32,    696.77,    193.41
198501,    371.31,    621.24,    330.01,    546.23,    223.93,   1526.58,    232.78,    345.10,    709.65,    201.58
198502,    389.04,    681.33,    359.38,    582.70,    253.11,   1624.86,    265.67,    373.67,    722.37,    221.93
198503,    409.51,    670.59,    363.15,    605.72,    250.44,   1699.95,    270.87,    389.36,    733.77,    226.78
198504,    431.01,    634.98,    353.76,    616.08,    237.21,   1757.29,    272.27,    402.23,    772.46,    226.92
198505,    428.06,    620.61,    348.46,    646.40,    229.65,   1762.45,    274.92,    394.85,    772.88,    231.87
198506,    461.61,    663.15,    371.68,    594.72,    238.53,   1908.45,    303.04,    435.93,    808.10,    247.30
198507,    430.19,    618.37,    359.81,    514.02,    216.64,    949.39,    273.79,    380.19,    851.84,    249.22
198508,    420.52,    632.90,    374.83,    516.88,    228.37,    910.94,    265.01,    379.24,    807.60,    250.48
198509,    406.03,    596.01,    368.88,    525.00,    222.68,    920.98,    263.67,    376.90,    815.72,    250.45
198510,    406.33,    578.00,    354.59,    530.70,    214.08,    877.05,    253.87,    353.79,    770.74,    237.93
198511,    406.94,    588.78,    368.04,    569.67,    222.14,    928.21,    274.67,    350.88,    814.60,    254.62
198512,    443.16,    652.22,    393.42,    568.12,    242.07,   1024.81,    300.00,    388.62,    838.41,    274.01
198601,    469.10,    698.46,    411.81,    561.40,    263.60,   1051.05,    314.81,    407.02,    878.04,    288.53
198602,    482.47,    712.60,    419.21,    520.07,    264.02,   1005.86,    321.56,    414.43,    907.19,    299.36
198603,    536.59,    785.31,    463.17,    526.59,    279.43,   1088.37,    348.40,    442.33,    962.41,    324.82
198604,    587.99,    856.84,    489.99,    541.52,    280.08,   1136.85,    380.69,    501.30,    989.41,    340.73
198605,    595.52,    825.72,    484.46,    556.32,    292.24,   1177.74,    381.44,    511.52,    951.91,    334.49
198606,    650.68,    857.55,    508.76,    604.86,    290.86,   1249.20,    419.63,    551.67,    982.03,    351.49
198607,    611.41,    771.86,    461.79,    511.37,    263.51,   1141.66,    341.90,    482.62,   1025.98,    352.26
198608,    580.72,    703.25,    430.07,    495.14,    242.36,   1101.84,    309.26,    459.08,   1074.19,    330.98
198609,    598.28,    761.87,    457.42,    581.73,    255.99,   1176.73,    316.75,    478.90,   1157.79,    355.05
198610,    534.33,    704.50,    426.60,    583.14,    239.75,   1071.48,    289.80,    423.34,   1041.39,    324.39
198611,    590.96,    753.09,    453.20,    612.48,    243.94,   1130.07,    307.91,    464.24,   1091.62,    339.73
198612,    598.17,    800.43,    469.57,    646.84,    255.07,   1186.69,    310.54,    469.95,   1096.43,    340.25
198701,    583.68,    785.17,    462.51,    644.53,    246.07,   1160.49,    293.02,    471.50,   1053.49,    332.69
198702,    667.52,    931.60,    526.83,    746.21,    287.07,   1218.41,    327.59,    530.00,   1147.02,    369.65
198703,    708.46,    960.23,    550.02,    736.91,    314.87,   1218.01,    361.14,    595.20,   1115.52,    387.82
198704,    722.40,   1010.76,    570.50,    826.86,    323.72,   1227.22,    369.64,    595.48,   1090.17,    385.57
198705,    699.91,   1050.36,    562.73,    835.15,    339.58,   1193.44,    359.10,    580.56,   1038.38,    370.50
198706,    720.41,   1051.79,    565.81,    805.51,    342.68,   1220.29,    360.40,    587.71,   1011.72,    371.07
198707,    741.87,    956.21,    537.72,    824.12,    309.52,   1259.01,    346.49,    496.33,   1044.82,    312.39
198708,    782.15,   1034.96,    579.50,    859.42,    314.23,   1366.22,    369.12,    525.71,   1022.61,    322.52
198709,    808.90,   1096.75,    596.67,    886.07,    339.08,   1459.94,    381.69,    537.33,   1052.99,    336.08
198710,    796.20,   1056.89,    604.41,    857.86,    331.11,   1511.38,    358.66,    520.61,   1022.55,    332.38
198711,    631.27,    774.91,    440.39,    701.50,    246.61,   1318.67,    260.90,    419.73,    947.11,    254.59
198712,    581.90,    715.84,    417.54,    625.19,    223.37,   1208.87,    237.13,    382.81,    916.41,    237.69
198801,    631.35,    779.09,    461.77,    671.08,    250.27,   1265.52,    257.36,    407.56,    914.77,    250.51
198802,    651.11,    817.16,    467.66,    733.43,    247.35,   1392.29,    273.84,    435.37,   1002.04,    268.48
198803,    692.51,    875.30,    502.26,    755.20,    265.88,   1437.52,    303.88,    447.31,    984.23,    277.86
198804,    691.76,    852.20,    497.41,    776.26,    254.56,   1416.92,    303.47,    436.73,    946.25,    274.71
198805,    699.14,    890.46,    507.15,    816.05,    263.50,   1447.46,    316.95,    430.02,    938.95,    274.50
198806,    696.61,    902.88,    505.03,    825.95,    260.73,   1478.02,    307.25,    428.61,    969.77,    277.62
198807,    622.10,    585.90,    570.16,    835.31,    282.64,   1662.44,    301.82,    413.50,    939.88,    246.70
198808,    633.25,    581.48,    558.09,    875.18,    270.34,   1681.92,    292.73,    422.18,    941.12,    247.12
198809,    635.12,    539.70,    534.06,    858.76,    249.15,   1627.95,    286.84,    420.72,    932.40,    246.26
198810,    677.74,    566.36,    550.22,    844.24,    257.67,   1739.00,    310.29,    438.75,    952.00,    256.82
198811,    740.05,    583.10,    560.76,    868.94,    258.83,   1795.73,    311.31,    448.47,    976.79,    256.90
198812,    695.99,    591.58,    550.72,    872.53,    252.31,   1859.07,    303.89,    440.43,    963.94,    250.02
198901,    708.50,    594.22,    568.11,    899.34,    266.53,   1910.23,    310.56,    450.07,    963.16,    252.03
198902,    751.84,    644.54,    612.02,    957.05,    287.74,   2132.38,    331.98,    482.45,    985.34,    270.59
198903,    745.52,    621.62,    598.49,    944.00,    279.75,   2103.44,    328.42,    468.60,    959.97,    270.44
198904,    784.64,    623.02,    606.32,    983.54,    265.29,   2248.17,    339.11,    494.53,    959.38,    280.62
198905,    762.52,    623.16,    642.57,   1016.60,    281.91,   2458.53,    362.06,    524.08,    997.01,    294.39
198906,    806.10,    641.89,    669.88,   1044.89,    290.95,   2597.96,    383.26,    548.60,   1032.51,    308.16
198907,    774.80,    605.71,    609.85,   1014.02,    253.04,   2348.99,    347.29,    472.12,   1095.06,    297.74
198908,    872.01,    638.77,    659.00,   1058.58,    260.89,   2622.10,    382.14,    539.57,   1154.50,    324.37
198909,    863.41,    676.95,    689.12,   1101.00,    267.98,   2670.18,    395.94,    542.80,   1136.54,    338.73
198910,    866.74,    645.11,    676.54,   1115.50,    261.78,   2763.63,    388.70,    526.83,   1136.05,    344.42
198911,    854.15,    609.36,    647.97,   1122.02,    252.96,   2697.20,    374.52,    530.74,   1142.83,    328.06
198912,    866.57,    602.23,    667.82,   1158.47,    248.01,   2747.97,    380.27,    555.33,   1171.94,    330.00
199001,    881.43,    546.29,    687.61,   1230.81,    245.71,   2917.61,    386.61,    565.87,   1221.94,    325.16
199002,    800.08,    529.40,    645.73,   1182.67,    243.72,   2518.39,    365.75,    526.35,   1156.98,    297.17
199003,    800.18,    552.84,    662.64,   1215.06,    254.76,   2506.78,    373.96,    515.37,   1152.03,    306.08
199004,    836.49,    570.45,    690.81,   1207.85,    268.33,   2627.20,    399.40,    536.83,   1137.08,    306.47
199005,    833.53,    548.11,    675.22,   1173.70,    264.60,   2549.20,    394.55,    540.14,   1070.39,    298.27
199006,    907.14,    598.56,    727.69,   1233.51,    301.21,   2838.99,    445.95,    614.62,   1119.57,    327.78
199007,    851.22,    554.23,    689.47,   1136.11,    296.19,   2527.10,    425.83,    606.03,   1127.71,    303.57
199008,    845.98,    537.94,    692.13,   1236.43,    274.82,   2430.72,    412.34,    620.74,   1132.57,    294.96
199009,    786.36,    463.49,    606.85,   1224.44,    241.58,   2185.82,    362.96,    578.80,   1049.72,    260.61
199010,    760.24,    420.80,    560.38,   1209.24,    226.89,   2206.49,    334.75,    558.50,   1049.57,    235.20
199011,    780.43,    404.39,    552.24,   1156.44,    220.48,   2299.13,    327.35,    571.92,   1129.22,    220.65
199012,    829.37,    420.05,    595.47,   1176.22,    246.39,   2389.03,    360.30,    626.18,   1153.08,    244.73
199101,    868.58,    417.25,    626.61,   1149.51,    257.63,   2420.18,    374.69,    646.39,   1155.53,    257.39
199102,    915.32,    444.92,    668.82,   1133.36,    297.44,   2437.57,    412.78,    683.07,   1134.81,    277.42
199103,   1019.76,    488.19,    710.63,   1224.95,    318.51,   2477.80,    445.87,    754.31,   1181.71,    305.35
199104,   1065.58,    499.88,    728.92,   1256.07,    323.29,   2526.96,    491.64,    800.11,   1196.40,    316.65
199105,   1070.65,    489.72,    734.91,   1290.96,    315.35,   2543.48,    504.19,    793.56,   1189.98,    323.13
199106,   1117.31,    559.50,    787.01,   1263.45,    327.31,   2527.63,    546.89,    832.64,   1184.02,    340.20
199107,   1045.21,    544.37,    696.71,   1138.59,    303.33,   2360.87,    502.42,    723.59,   1168.46,    308.94
199108,   1116.40,    544.14,    721.56,   1194.00,    318.36,   2457.54,    531.72,    790.88,   1210.11,    325.03
199109,   1177.97,    533.68,    732.48,   1210.62,    320.03,   2496.61,    553.04,    813.25,   1244.39,    336.31
199110,   1136.63,    518.80,    716.15,   1201.50,    317.91,   2525.30,    540.43,    814.13,   1284.36,    335.40
199111,   1138.89,    513.85,    729.09,   1224.15,    326.74,   2591.43,    533.78,    867.60,   1295.33,    344.73
199112,   1133.75,    473.71,    691.02,   1120.65,    315.55,   2465.37,    529.19,    848.10,   1311.30,    328.75
199201,   1299.82,    512.70,    772.69,   1150.25,    346.28,   2696.29,    600.83,    989.15,   1370.33,    368.67
199202,   1264.70,    564.78,    790.18,   1115.67,    370.99,   2667.14,    610.08,    944.04,   1302.81,    377.78
199203,   1280.64,    631.45,    805.67,   1109.31,    386.52,   2657.86,    631.95,    919.25,   1279.32,    392.21
199204,   1264.98,    644.98,    799.94,   1082.36,    368.58,   2633.91,    627.72,    872.99,   1272.39,    383.65
199205,   1281.20,    714.59,    828.68,   1199.59,    368.85,   2801.47,    609.99,    861.48,   1301.46,    388.38
199206,   1300.58,    710.41,    827.89,   1259.41,    373.74,   2686.72,    619.23,    876.87,   1332.90,    396.69
199207,   1148.71,    685.67,    763.00,   1204.97,    345.29,   2465.92,    548.49,    695.50,   1365.83,    391.65
199208,   1211.30,    715.80,    790.35,   1298.75,    358.90,   2652.76,    572.80,    737.74,   1451.88,    406.57
199209,   1219.75,    650.02,    762.35,   1333.58,    342.72,   2620.85,    573.38,    715.02,   1437.38,    394.55
199210,   1241.87,    655.84,    779.01,   1334.80,    356.33,   2659.53,    599.29,    688.86,   1441.58,    410.88
199211,   1240.79,    654.55,    787.81,   1287.27,    365.96,   2633.98,    628.88,    711.46,   1430.50,    424.35
199212,   1286.92,    709.26,    817.00,   1260.50,    389.42,   2810.39,    674.19,    745.53,   1419.44,    452.75
199301,   1292.04,    732.22,    831.73,   1283.92,    392.68,   2955.11,    679.04,    735.33,   1450.17,    472.74
199302,   1287.80,    800.03,    831.87,   1325.56,    412.57,   2979.84,    682.20,    688.36,   1480.96,    490.64
199303,   1266.63,    795.82,    844.71,   1399.49,    412.96,   3199.86,    674.27,    627.38,   1565.39,    495.50
199304,   1270.21,    838.53,    862.82,   1455.92,    423.28,   3294.60,    693.56,    635.62,   1585.04,    516.02
199305,   1155.19,    856.07,    865.89,   1472.84,    409.03,   3188.18,    636.62,    648.46,   1577.62,    500.97
199306,   1194.11,    869.64,    892.59,   1490.86,    445.86,   3318.55,    675.15,    671.26,   1568.93,    511.27
199307,   1083.27,    873.27,    845.27,   1360.11,    419.19,   3333.67,    586.14,    578.97,   1653.53,    523.33
199308,   1059.80,    886.31,    849.74,   1372.59,    403.58,   3422.76,    592.15,    547.94,   1680.34,    535.94
199309,   1102.87,    894.54,    878.98,   1418.87,    430.71,   3633.84,    616.29,    565.93,   1733.12,    553.14
199310,   1081.73,    901.20,    861.69,   1438.58,    437.62,   3607.87,    613.93,    572.45,   1715.21,    563.91
199311,   1149.60,    978.90,    893.33,   1424.05,    445.23,   3689.97,    633.76,    608.15,   1676.51,    551.72
199312,   1159.57,    985.17,    905.39,   1334.65,    448.03,   3488.16,    637.80,    615.18,   1574.60,    539.97
199401,   1182.08,   1028.59,    937.78,   1341.05,    462.18,   3462.11,    627.98,    630.73,   1597.54,    555.87
199402,   1175.60,   1105.87,    986.65,   1405.38,    485.99,   3585.30,    634.31,    634.42,   1574.18,    583.22
199403,   1158.78,   1062.52,    980.19,   1358.70,    495.11,   3382.15,    646.70,    599.41,   1486.87,    561.34
199404,   1107.89,    993.43,    938.75,   1308.70,    478.80,   3246.28,    617.30,    560.95,   1426.76,    539.27
199405,   1120.86,    987.14,    942.56,   1381.80,    474.28,   3278.92,    621.18,    579.16,   1451.78,    548.63
199406,   1106.59,    964.03,    964.23,   1381.84,    485.63,   3328.71,    611.08,    610.41,   1365.49,    567.78
199407,    956.66,    844.92,    837.35,   1240.84,    422.03,   2646.29,    534.35,    546.35,   1311.96,    501.50
199408,    979.87,    881.99,    880.54,   1287.00,    441.42,   2723.63,    536.23,    552.51,   1374.39,    517.14
199409,   1042.25,    878.15,    919.58,   1290.85,    484.62,   2722.13,    565.55,    611.64,   1374.80,    533.35
199410,   1040.04,    832.92,    902.82,   1279.34,    483.69,   2682.07,    552.87,    628.03,   1328.57,    512.14
199411,   1070.89,    821.96,    899.39,   1384.24,    522.03,   2672.19,    560.13,    635.99,   1345.29,    514.48
199412,   1054.24,    786.52,    852.13,   1323.70,    515.19,   2584.62,    537.67,    641.88,   1343.52,    489.65
199501,   1064.77,    819.55,    885.93,   1315.76,    531.29,   2629.28,    526.10,    648.39,   1340.08,    498.95
199502,   1080.71,    769.91,    886.72,   1324.39,    528.98,   2750.76,    532.69,    690.20,   1425.28,    524.53
199503,   1120.41,    806.93,    933.26,   1386.13,    569.18,   2808.05,    549.13,    707.48,   1428.46,    551.47
199504,   1152.58,    817.43,    968.47,   1463.24,    596.47,   2807.73,    574.05,    724.85,   1395.41,    565.45
199505,   1182.17,    826.68,   1001.69,   1503.01,    644.88,   2904.37,    568.48,    754.92,   1433.29,    577.26
199506,   1240.11,    873.90,   1037.15,   1555.91,    670.92,   2983.99,    589.17,    765.97,   1526.58,    606.28
199507,   1152.62,    991.75,    990.70,   1485.86,    688.44,   2800.97,    590.99,    744.48,   1532.32,    568.97
199508,   1174.54,   1033.13,   1024.82,   1526.63,    748.17,   2962.42,    614.24,    791.41,   1521.81,    597.50
199509,   1183.32,   1043.38,   1024.67,   1496.75,    748.44,   3177.32,    599.06,    802.40,   1534.61,    618.44
199510,   1266.90,   1042.24,   1050.35,   1529.31,    761.11,   3327.00,    619.96,    867.75,   1622.59,    647.69
199511,   1278.94,    990.04,   1027.78,   1532.33,    773.68,   3300.05,    589.80,    873.69,   1641.52,    635.98
199512,   1334.81,   1046.80,   1084.85,   1593.17,    774.68,   3400.66,    628.84,    919.56,   1657.18,    672.93
199601,   1353.86,   1094.43,   1106.24,   1692.41,    744.59,   3548.31,    627.15,    975.97,   1732.98,    680.78
199602,   1392.42,   1136.47,   1150.80,   1708.41,    761.45,   3578.39,    629.92,   1034.46,   1761.45,    706.85
199603,   1434.16,   1160.33,   1162.18,   1722.18,    810.66,   3496.13,    656.40,   1027.47,   1705.57,    726.06
199604,   1415.64,   1214.40,   1208.02,   1807.15,    777.49,   3448.47,    692.82,   1034.16,   1689.99,    730.12
199605,   1419.70,   1261.74,   1236.80,   1884.53,    859.09,   3576.46,    725.22,   1033.04,   1641.22,    732.37
199606,   1529.87,   1299.89,   1264.46,   1896.40,    894.14,   3575.06,    761.34,   1076.55,   1661.47,    746.94
199607,   1473.93,   1283.08,   1180.35,   1880.35,    774.50,   3031.15,    698.33,    962.06,   1742.34,    724.51
199608,   1415.86,   1232.86,   1140.71,   1799.65,    719.46,   2762.73,    649.92,    908.32,   1635.53,    695.22
199609,   1419.80,   1277.03,   1172.86,   1849.17,    752.79,   2746.94,    691.34,    949.78,   1672.58,    721.98
199610,   1474.11,   1319.68,   1252.06,   1937.48,    836.04,   2761.20,    720.58,   1019.92,   1675.97,    761.88
199611,   1500.01,   1318.44,   1278.92,   2049.88,    829.16,   2763.45,    708.37,   1014.30,   1730.14,    794.99
199612,   1578.30,   1367.30,   1348.06,   2156.39,    933.30,   2916.76,    734.15,   1091.18,   1765.67,    858.54
199701,   1581.86,   1321.23,   1348.76,   2193.14,    908.76,   2970.20,    716.70,   1066.00,   1760.55,    842.94
199702,   1686.95,   1360.13,   1406.98,   2287.23,   1000.44,   3048.57,    720.28,   1171.77,   1777.67,    896.37
199703,   1770.28,   1360.63,   1427.39,   2154.42,    931.64,   3160.89,    746.86,   1188.61,   1766.99,    926.47
199704,   1685.43,   1310.69,   1374.82,   2265.66,    885.10,   2858.53,    736.12,   1104.16,   1710.34,    875.98
199705,   1783.90,   1343.28,   1453.02,   2276.64,    960.70,   2940.44,    751.06,   1175.43,   1681.04,    924.07
199706,   1910.56,   1434.81,   1570.61,   2448.70,   1058.83,   3152.55,    801.83,   1260.51,   1702.88,    973.27
199707,   1910.31,   1161.64,   1573.57,   2448.55,    991.73,   2965.46,    809.14,   1263.61,   1750.82,    953.18
199708,   1978.18,   1264.81,   1679.32,   2664.75,   1156.13,   2917.35,    880.11,   1295.41,   1802.04,   1043.13
199709,   1869.09,   1278.65,   1591.51,   2659.96,   1140.01,   2880.64,    868.22,   1228.24,   1772.40,    996.26
199710,   1971.76,   1345.20,   1656.00,   2875.93,   1182.89,   3182.13,    925.11,   1317.09,   1846.68,   1078.93
199711,   1916.52,   1314.04,   1564.54,   2835.73,   1090.95,   3317.20,    909.42,   1309.42,   1856.41,   1052.12
199712,   2059.07,   1295.77,   1641.93,   2775.76,   1116.33,   3758.19,    968.63,   1354.43,   1991.23,   1089.65
199801,   2162.53,   1353.31,   1647.97,   2745.96,   1076.94,   3981.17,    975.37,   1410.40,   2161.33,   1147.74
199802,   2125.21,   1364.85,   1664.19,   2600.51,   1143.04,   4215.59,    993.00,   1496.56,   2060.83,   1127.70
199803,   2255.17,   1544.61,   1787.32,   2797.91,   1270.44,   4442.28,   1110.37,   1596.07,   2112.78,   1234.16
199804,   2396.65,   1657.00,   1880.14,   2945.19,   1297.51,   4896.24,   1189.92,   1659.57,   2264.98,   1304.13
199805,   2338.22,   1686.93,   1906.58,   3102.22,   1378.30,   4769.66,   1193.51,   1704.82,   2203.35,   1337.40
199806,   2398.00,   1804.51,   1879.83,   2959.45,   1288.68,   4745.13,   1228.11,   1677.92,   2175.52,   1307.45
199807,   2234.23,   1729.20,   1797.28,   2854.46,   1326.21,   4775.63,   1261.06,   1660.71,   2379.11,   1302.72
199808,   2156.95,   1720.50,   1697.69,   2694.49,   1340.14,   5026.99,   1229.22,   1669.60,   2245.31,   1291.72
199809,   1897.63,   1402.48,   1462.88,   2408.63,   1120.37,   4248.56,   1069.47,   1476.38,   2312.25,   1021.64
199810,   1944.47,   1437.92,   1485.90,   2721.02,   1311.96,   4777.30,   1103.95,   1688.19,   2517.95,   1009.40
199811,   2177.94,   1428.76,   1660.91,   2768.63,   1406.50,   5182.40,   1223.29,   1774.28,   2465.77,   1089.08
199812,   2356.88,   1494.09,   1731.00,   2791.04,   1586.34,   5472.55,   1353.62,   1908.20,   2489.73,   1162.30
199901,   2389.64,   1591.14,   1788.85,   2504.20,   1839.94,   6371.58,   1491.52,   2015.42,   2550.62,   1203.63
199902,   2325.11,   1720.91,   1823.25,   2365.77,   2135.81,   7058.89,   1533.85,   2036.03,   2395.14,   1229.02
199903,   2246.46,   1660.25,   1793.97,   2365.75,   1908.49,   6846.00,   1539.27,   2077.55,   2305.87,   1242.12
199904,   2225.19,   1655.76,   1891.66,   2787.86,   2077.93,   6938.38,   1600.43,   2148.36,   2257.45,   1280.91
199905,   2325.56,   1832.38,   2066.09,   3335.79,   2154.89,   7682.32,   1623.68,   2038.44,   2425.50,   1377.20
199906,   2381.21,   1768.25,   2002.20,   3253.77,   2148.32,   7472.49,   1576.71,   2008.49,   2579.05,   1336.45
199907,   2339.51,   1607.90,   2122.29,   3262.40,   2354.33,   7803.51,   1646.33,   2110.65,   2553.87,   1490.88
199908,   2292.55,   1506.41,   2129.10,   3413.40,   2332.98,   7883.80,   1578.10,   2033.99,   2559.47,   1405.81
199909,   2213.80,   1528.34,   2137.91,   3522.10,   2487.88,   7319.17,   1491.02,   2145.12,   2578.56,   1340.42
199910,   2051.20,   1414.33,   2096.62,   3403.96,   2504.16,   7300.99,   1514.19,   2003.31,   2455.37,   1285.51
199911,   2199.93,   1472.91,   2219.13,   3385.51,   2615.28,   8133.18,   1572.66,   2275.97,   2491.28,   1443.04
199912,   2209.41,   1466.60,   2206.44,   3027.01,   2983.79,   8532.69,   1658.67,   2335.95,   2295.28,   1415.49
200001,   2154.16,   1522.69,   2425.43,   3063.96,   3630.96,   8978.29,   1780.39,   2221.51,   2217.36,   1440.57
200002,   2061.87,   1524.64,   2252.60,   3090.99,   3496.70,   8739.86,   1583.27,   2411.90,   2357.48,   1384.39
200003,   1952.75,   1398.42,   2169.35,   2925.97,   4161.12,   8463.58,   1526.62,   2347.59,   2178.46,   1308.34
200004,   2114.60,   1555.13,   2352.25,   3167.54,   4367.11,   9098.77,   1741.06,   2307.48,   2338.66,   1498.93
200005,   2103.07,   1721.99,   2379.25,   3121.71,   3936.70,   8217.91,   1673.36,   2451.26,   2526.38,   1455.29
200006,   2278.30,   1500.19,   2361.56,   3403.24,   3535.33,   7235.48,   1639.48,   2379.73,   2599.80,   1515.73
200007,   1995.74,   1266.45,   1670.67,   3479.65,   3604.43,   6582.81,   1571.02,   2598.77,   2494.68,   1758.35
200008,   2031.89,   1320.01,   1671.22,   3393.48,   3440.88,   6095.74,   1568.89,   2462.98,   2583.38,   1866.17
200009,   2002.69,   1378.71,   1799.81,   3676.42,   3907.52,   6037.15,   1549.13,   2574.98,   2991.13,   2045.80
200010,   2052.90,   1370.18,   1711.70,   3858.49,   3355.46,   5818.08,   1611.83,   2700.99,   3200.52,   2080.29
200011,   2228.78,   1405.84,   1793.92,   3762.14,   3129.70,   5837.75,   1621.09,   2833.93,   3154.42,   2069.28
200012,   2266.28,   1261.19,   1741.21,   3698.09,   2428.81,   4985.79,   1624.79,   2905.01,   3222.74,   1941.60
200101,   2405.91,   1273.26,   1895.76,   4032.70,   2261.84,   4816.48,   1748.46,   3027.04,   3327.73,   2034.60
200102,   2373.23,   1447.00,   1883.49,   3915.18,   2657.53,   5404.50,   1888.26,   2784.22,   2963.63,   2039.82
200103,   2397.21,   1424.32,   1806.39,   3999.99,   1995.25,   4983.21,   1810.01,   2787.99,   3160.52,   1957.72
200104,   2306.00,   1379.84,   1700.19,   3986.32,   1750.89,   4898.46,   1776.47,   2587.10,   3204.08,   1898.79
200105,   2363.84,   1525.82,   1871.68,   4445.95,   2104.13,   5102.58,   1913.73,   2718.40,   3399.76,   2027.46
200106,   2472.86,   1508.92,   1936.64,   4462.36,   2066.68,   5128.49,   1955.61,   2791.89,   3395.39,   2123.96
200107,   2574.25,   1404.54,   1656.31,   3784.29,   2107.05,   6084.70,   1893.01,   2841.49,   3470.07,   2145.61
200108,   2545.00,   1473.59,   1675.05,   3789.81,   2005.00,   6137.41,   2022.60,   2919.82,   3336.80,   2101.75
200109,   2620.94,   1308.26,   1646.30,   3636.73,   1763.78,   5604.47,   1903.43,   2837.75,   3333.68,   1999.31
200110,   2561.71,   1095.51,   1442.07,   3209.03,   1443.92,   5532.36,   1734.81,   2829.91,   3136.33,   1842.71
200111,   2634.42,   1102.59,   1511.87,   3376.60,   1692.60,   5192.94,   1794.74,   2878.66,   3159.17,   1853.40
200112,   2681.31,   1301.87,   1641.68,   3242.46,   1976.63,   5573.45,   1982.54,   3030.46,   3091.38,   2019.57
200201,   2768.31,   1288.95,   1686.31,   3462.07,   1986.06,   5796.05,   2097.39,   2949.33,   3224.98,   2106.48
200202,   2852.24,   1348.13,   1725.06,   3358.12,   1989.09,   5540.29,   2163.00,   2885.54,   3090.66,   2067.79
200203,   2996.21,   1385.60,   1797.80,   3537.03,   1739.81,   5555.08,   2173.17,   2872.50,   3068.80,   2073.39
